date;infected;seroprevlence;Pfizer - vaccinated;Pfizer;Moderna - vaccinated;moderna;AstraZeneca - vaccinated;Azeneca;CureVac-vaccinated;CureVac;Janssen - vaccinated;Janssen;Moderna-top-up-vac;moderna-top-up;Novavax-vac;Novavax;Valneva-va;Valneva;Sanofi - vaccinated;Sanofi;total.vaccinated;total.pop;a60p;a70p;a80p;a90p
2021-06-23;750000;1700000;4840395;9680790;827692;1655385;2596154;5192308;;;1384615;2769231;;;276923;553846;;;0;;11310395;17461543;10476926;12223080;13969234;15715389
2021-06-24;750000;1700000;4883252;9766504;835165;1670330;2618132;5236264;;;1401099;2802198;;;280220;560440;;;0;;11418966;17461543;10476926;12223080;13969234;15715389
2021-06-25;750000;1700000;4926109;9852219;842637;1685275;2640110;5280220;;;1417582;2835165;;;283516;567033;;;0;;11527538;17461543;10476926;12223080;13969234;15715389
2021-06-26;750000;1700000;4968966;9937933;850110;1700220;2662088;5324176;;;1434066;2868132;;;286813;573626;;;0;;11636109;17461543;10476926;12223080;13969234;15715389
2021-06-27;750000;1700000;5011824;10023647;857582;1715165;2684066;5368132;;;1450549;2901099;;;290110;580220;;;0;;11744681;17461543;10476926;12223080;13969234;15715389
2021-06-28;750000;1700000;5054681;10109361;865055;1730110;2706044;5412088;;;1467033;2934066;;;293407;586813;;;0;;11853252;17461543;10476926;12223080;13969234;15715389
2021-06-29;750000;1700000;5097538;10195076;872527;1745055;2728022;5456044;;;1483516;2967033;;;296703;593407;;;0;;11961824;17461543;10476926;12223080;13969234;15715389
2021-06-30;750000;1700000;5140395;10280790;880000;1760000;2750000;5500000;0;0;1500000;3000000;;;300000;600000;;;0;;12070395;17461543;10476926;12223080;13969234;15715389
2021-07-01;750000;1700000;5177352;10354703;907174;1814348;2783696;5567391;27717;55435;1532609;3065217;14674;29348;305435;610870;;;0;;12266591;17461543;10476926;12223080;13969234;15715389
2021-07-02;750000;1700000;5214308;10428616;934348;1868696;2817391;5634783;55435;110870;1565217;3130435;29348;58696;310870;621739;;;0;;12462786;17461543;10476926;12223080;13969234;15715389
2021-07-03;750000;1700000;5251265;10502529;961522;1923043;2851087;5702174;83152;166304;1597826;3195652;44022;88043;316304;632609;;;0;;12658982;17461543;10476926;12223080;13969234;15715389
2021-07-04;750000;1700000;5288221;10576442;988696;1977391;2884783;5769565;110870;221739;1630435;3260870;58696;117391;321739;643478;;;0;;12855178;17461543;10476926;12223080;13969234;15715389
2021-07-05;750000;1700000;5325178;10650355;1015870;2031739;2918478;5836957;138587;277174;1663043;3326087;73370;146739;327174;654348;;;0;;13051373;17461543;10476926;12223080;13969234;15715389
2021-07-06;750000;1700000;5362134;10724268;1043043;2086087;2952174;5904348;166304;332609;1695652;3391304;88043;176087;332609;665217;;;0;;13247569;17461543;10476926;12223080;13969234;15715389
2021-07-07;750000;1700000;5399091;10798181;1070217;2140435;2985870;5971739;194022;388043;1728261;3456522;102717;205435;338043;676087;;;0;;13443765;17461543;10476926;12223080;13969234;15715389
2021-07-08;750000;1700000;5436047;10872094;1097391;2194783;3019565;6039130;221739;443478;1760870;3521739;117391;234783;343478;686957;;;0;;13639960;17461543;10476926;12223080;13969234;15715389
2021-07-09;750000;1700000;5473004;10946007;1124565;2249130;3053261;6106522;249457;498913;1793478;3586957;132065;264130;348913;697826;;;0;;13836156;17461543;10476926;12223080;13969234;15715389
2021-07-10;750000;1700000;5509960;11019920;1151739;2303478;3086957;6173913;277174;554348;1826087;3652174;146739;293478;354348;708696;;;0;;14032352;17461543;10476926;12223080;13969234;15715389
2021-07-11;750000;1700000;5546917;11093833;1178913;2357826;3120652;6241304;304891;609783;1858696;3717391;161413;322826;359783;719565;;;0;;14228547;17461543;10476926;12223080;13969234;15715389
2021-07-12;750000;1700000;5583873;11167747;1206087;2412174;3154348;6308696;332609;665217;1891304;3782609;176087;352174;365217;730435;;;0;;14424743;17461543;10476926;12223080;13969234;15715389
2021-07-13;750000;1700000;5620830;11241660;1233261;2466522;3188043;6376087;360326;720652;1923913;3847826;190761;381522;370652;741304;;;0;;14620938;17461543;10476926;12223080;13969234;15715389
2021-07-14;750000;1700000;5657786;11315573;1260435;2520870;3221739;6443478;388043;776087;1956522;3913043;205435;410870;376087;752174;;;0;;14817134;17461543;10476926;12223080;13969234;15715389
2021-07-15;750000;1700000;5694743;11389486;1287609;2575217;3255435;6510870;415761;831522;1989130;3978261;220109;440217;381522;763043;;;0;;15013330;17461543;10476926;12223080;13969234;15715389
2021-07-16;750000;1700000;5731699;11463399;1314783;2629565;3289130;6578261;443478;886957;2021739;4043478;234783;469565;386957;773913;;;0;;15209525;17461543;10476926;12223080;13969234;15715389
2021-07-17;750000;1700000;5768656;11537312;1341957;2683913;3322826;6645652;471196;942391;2054348;4108696;249457;498913;392391;784783;;;0;;15405721;17461543;10476926;12223080;13969234;15715389
2021-07-18;750000;1700000;5805612;11611225;1369130;2738261;3356522;6713043;498913;997826;2086957;4173913;264130;528261;397826;795652;;;0;;15601917;17461543;10476926;12223080;13969234;15715389
2021-07-19;750000;1700000;5842569;11685138;1396304;2792609;3390217;6780435;526630;1053261;2119565;4239130;278804;557609;403261;806522;;;0;;15798112;17461543;10476926;12223080;13969234;15715389
2021-07-20;750000;1700000;5879525;11759051;1423478;2846957;3423913;6847826;554348;1108696;2152174;4304348;293478;586957;408696;817391;;;0;;15994308;17461543;10476926;12223080;13969234;15715389
2021-07-21;750000;1700000;5916482;11832964;1450652;2901304;3457609;6915217;582065;1164130;2184783;4369565;308152;616304;414130;828261;;;0;;16190504;17461543;10476926;12223080;13969234;15715389
2021-07-22;750000;1700000;5953438;11906877;1477826;2955652;3491304;6982609;609783;1219565;2217391;4434783;322826;645652;419565;839130;;;0;;16386699;17461543;10476926;12223080;13969234;15715389
2021-07-23;750000;1700000;5990395;11980790;1505000;3010000;3525000;7050000;637500;1275000;2250000;4500000;337500;675000;425000;850000;;;0;;16582895;17461543;10476926;12223080;13969234;15715389
2021-07-24;750000;1700000;6027352;12054703;1532174;3064348;3558696;7117391;665217;1330435;2282609;4565217;352174;704348;430435;860870;;;0;;16779091;17461543;10476926;12223080;13969234;15715389
2021-07-25;750000;1700000;6064308;12128616;1559348;3118696;3592391;7184783;692935;1385870;2315217;4630435;366848;733696;435870;871739;;;0;;16975286;17461543;10476926;12223080;13969234;15715389
2021-07-26;750000;1700000;6101265;12202529;1586522;3173043;3626087;7252174;720652;1441304;2347826;4695652;381522;763043;441304;882609;;;0;;17171482;17461543;10476926;12223080;13969234;15715389
2021-07-27;750000;1700000;6138221;12276442;1613696;3227391;3659783;7319565;748370;1496739;2380435;4760870;396196;792391;446739;893478;;;0;;17367678;17461543;10476926;12223080;13969234;15715389
2021-07-28;750000;1700000;6175178;12350355;1640870;3281739;3693478;7386957;776087;1552174;2413043;4826087;410870;821739;452174;904348;;;0;;17563873;17461543;10476926;12223080;13969234;15715389
2021-07-29;750000;1700000;6212134;12424268;1668043;3336087;3727174;7454348;803804;1607609;2445652;4891304;425543;851087;457609;915217;;;0;;17760069;17461543;10476926;12223080;13969234;15715389
2021-07-30;750000;1700000;6249091;12498181;1695217;3390435;3760870;7521739;831522;1663043;2478261;4956522;440217;880435;463043;926087;;;0;;17956265;17461543;10476926;12223080;13969234;15715389
2021-07-31;750000;1700000;6286047;12572094;1722391;3444783;3794565;7589130;859239;1718478;2510870;5021739;454891;909783;468478;936957;;;0;;18152460;17461543;10476926;12223080;13969234;15715389
2021-08-01;750000;1700000;6323004;12646007;1749565;3499130;3828261;7656522;886957;1773913;2543478;5086957;469565;939130;473913;947826;;;0;;18348656;17461543;10476926;12223080;13969234;15715389
2021-08-02;750000;1700000;6359960;12719920;1776739;3553478;3861957;7723913;914674;1829348;2576087;5152174;484239;968478;479348;958696;;;0;;18544852;17461543;10476926;12223080;13969234;15715389
2021-08-03;750000;1700000;6396917;12793833;1803913;3607826;3895652;7791304;942391;1884783;2608696;5217391;498913;997826;484783;969565;;;0;;18741047;17461543;10476926;12223080;13969234;15715389
2021-08-04;750000;1700000;6433873;12867747;1831087;3662174;3929348;7858696;970109;1940217;2641304;5282609;513587;1027174;490217;980435;;;0;;18937243;17461543;10476926;12223080;13969234;15715389
2021-08-05;750000;1700000;6470830;12941660;1858261;3716522;3963043;7926087;997826;1995652;2673913;5347826;528261;1056522;495652;991304;;;0;;19133438;17461543;10476926;12223080;13969234;15715389
2021-08-06;750000;1700000;6507786;13015573;1885435;3770870;3996739;7993478;1025543;2051087;2706522;5413043;542935;1085870;501087;1002174;;;0;;19329634;17461543;10476926;12223080;13969234;15715389
2021-08-07;750000;1700000;6544743;13089486;1912609;3825217;4030435;8060870;1053261;2106522;2739130;5478261;557609;1115217;506522;1013043;;;0;;19525830;17461543;10476926;12223080;13969234;15715389
2021-08-08;750000;1700000;6581699;13163399;1939783;3879565;4064130;8128261;1080978;2161957;2771739;5543478;572283;1144565;511957;1023913;;;0;;19722025;17461543;10476926;12223080;13969234;15715389
2021-08-09;750000;1700000;6618656;13237312;1966957;3933913;4097826;8195652;1108696;2217391;2804348;5608696;586957;1173913;517391;1034783;;;0;;19918221;17461543;10476926;12223080;13969234;15715389
2021-08-10;750000;1700000;6655612;13311225;1994130;3988261;4131522;8263043;1136413;2272826;2836957;5673913;601630;1203261;522826;1045652;;;0;;20114417;17461543;10476926;12223080;13969234;15715389
2021-08-11;750000;1700000;6692569;13385138;2021304;4042609;4165217;8330435;1164130;2328261;2869565;5739130;616304;1232609;528261;1056522;;;0;;20310612;17461543;10476926;12223080;13969234;15715389
2021-08-12;750000;1700000;6729525;13459051;2048478;4096957;4198913;8397826;1191848;2383696;2902174;5804348;630978;1261957;533696;1067391;;;0;;20506808;17461543;10476926;12223080;13969234;15715389
2021-08-13;750000;1700000;6766482;13532964;2075652;4151304;4232609;8465217;1219565;2439130;2934783;5869565;645652;1291304;539130;1078261;;;0;;20703004;17461543;10476926;12223080;13969234;15715389
2021-08-14;750000;1700000;6803438;13606877;2102826;4205652;4266304;8532609;1247283;2494565;2967391;5934783;660326;1320652;544565;1089130;;;0;;20899199;17461543;10476926;12223080;13969234;15715389
2021-08-15;750000;1700000;6840395;13680790;2130000;4260000;4300000;8600000;1275000;2550000;3000000;6000000;675000;1350000;550000;1100000;;;0;;21095395;17461543;10476926;12223080;13969234;15715389
2021-08-16;750000;1700000;6877352;13754703;2157174;4314348;4333696;8667391;1302717;2605435;3032609;6065217;689674;1379348;555435;1110870;;;0;;21291591;17461543;10476926;12223080;13969234;15715389
2021-08-17;750000;1700000;6914308;13828616;2184348;4368696;4367391;8734783;1330435;2660870;3065217;6130435;704348;1408696;560870;1121739;;;0;;21487786;17461543;10476926;12223080;13969234;15715389
2021-08-18;750000;1700000;6951265;13902529;2211522;4423043;4401087;8802174;1358152;2716304;3097826;6195652;719022;1438043;566304;1132609;;;0;;21683982;17461543;10476926;12223080;13969234;15715389
2021-08-19;750000;1700000;6988221;13976442;2238696;4477391;4434783;8869565;1385870;2771739;3130435;6260870;733696;1467391;571739;1143478;;;0;;21880178;17461543;10476926;12223080;13969234;15715389
2021-08-20;750000;1700000;7025178;14050355;2265870;4531739;4468478;8936957;1413587;2827174;3163043;6326087;748370;1496739;577174;1154348;;;0;;22076373;17461543;10476926;12223080;13969234;15715389
2021-08-21;750000;1700000;7062134;14124268;2293043;4586087;4502174;9004348;1441304;2882609;3195652;6391304;763043;1526087;582609;1165217;;;0;;22272569;17461543;10476926;12223080;13969234;15715389
2021-08-22;750000;1700000;7099091;14198181;2320217;4640435;4535870;9071739;1469022;2938043;3228261;6456522;777717;1555435;588043;1176087;;;0;;22468765;17461543;10476926;12223080;13969234;15715389
2021-08-23;750000;1700000;7136047;14272094;2347391;4694783;4569565;9139130;1496739;2993478;3260870;6521739;792391;1584783;593478;1186957;;;0;;22664960;17461543;10476926;12223080;13969234;15715389
2021-08-24;750000;1700000;7173004;14346007;2374565;4749130;4603261;9206522;1524457;3048913;3293478;6586957;807065;1614130;598913;1197826;;;0;;22861156;17461543;10476926;12223080;13969234;15715389
2021-08-25;750000;1700000;7209960;14419920;2401739;4803478;4636957;9273913;1552174;3104348;3326087;6652174;821739;1643478;604348;1208696;;;0;;23057352;17461543;10476926;12223080;13969234;15715389
2021-08-26;750000;1700000;7246917;14493833;2428913;4857826;4670652;9341304;1579891;3159783;3358696;6717391;836413;1672826;609783;1219565;;;0;;23253547;17461543;10476926;12223080;13969234;15715389
2021-08-27;750000;1700000;7283873;14567747;2456087;4912174;4704348;9408696;1607609;3215217;3391304;6782609;851087;1702174;615217;1230435;;;0;;23449743;17461543;10476926;12223080;13969234;15715389
2021-08-28;750000;1700000;7320830;14641660;2483261;4966522;4738043;9476087;1635326;3270652;3423913;6847826;865761;1731522;620652;1241304;;;0;;23645938;17461543;10476926;12223080;13969234;15715389
2021-08-29;750000;1700000;7357786;14715573;2510435;5020870;4771739;9543478;1663043;3326087;3456522;6913043;880435;1760870;626087;1252174;;;0;;23842134;17461543;10476926;12223080;13969234;15715389
2021-08-30;750000;1700000;7394743;14789486;2537609;5075217;4805435;9610870;1690761;3381522;3489130;6978261;895109;1790217;631522;1263043;;;0;;24038330;17461543;10476926;12223080;13969234;15715389
2021-08-31;750000;1700000;7431699;14863399;2564783;5129565;4839130;9678261;1718478;3436957;3521739;7043478;909783;1819565;636957;1273913;;;0;;24234525;17461543;10476926;12223080;13969234;15715389
2021-09-01;750000;1700000;7468656;14937312;2591957;5183913;4872826;9745652;1746196;3492391;3554348;7108696;924457;1848913;642391;1284783;;;0;;24430721;17461543;10476926;12223080;13969234;15715389
2021-09-02;750000;1700000;7505612;15011225;2619130;5238261;4906522;9813043;1773913;3547826;3586957;7173913;939130;1878261;647826;1295652;;;0;;24626917;17461543;10476926;12223080;13969234;15715389
2021-09-03;750000;1700000;7542569;15085138;2646304;5292609;4940217;9880435;1801630;3603261;3619565;7239130;953804;1907609;653261;1306522;;;0;;24823112;17461543;10476926;12223080;13969234;15715389
2021-09-04;750000;1700000;7579525;15159051;2673478;5346957;4973913;9947826;1829348;3658696;3652174;7304348;968478;1936957;658696;1317391;;;0;;25019308;17461543;10476926;12223080;13969234;15715389
2021-09-05;750000;1700000;7616482;15232964;2700652;5401304;5007609;10015217;1857065;3714130;3684783;7369565;983152;1966304;664130;1328261;;;0;;25215504;17461543;10476926;12223080;13969234;15715389
2021-09-06;750000;1700000;7653438;15306877;2727826;5455652;5041304;10082609;1884783;3769565;3717391;7434783;997826;1995652;669565;1339130;;;0;;25411699;17461543;10476926;12223080;13969234;15715389
2021-09-07;750000;1700000;7690395;15380790;2755000;5510000;5075000;10150000;1912500;3825000;3750000;7500000;1012500;2025000;675000;1350000;;;0;;25607895;17461543;10476926;12223080;13969234;15715389
2021-09-08;750000;1700000;7727352;15454703;2782174;5564348;5108696;10217391;1940217;3880435;3782609;7565217;1027174;2054348;680435;1360870;;;0;;25804091;17461543;10476926;12223080;13969234;15715389
2021-09-09;750000;1700000;7764308;15528616;2809348;5618696;5142391;10284783;1967935;3935870;3815217;7630435;1041848;2083696;685870;1371739;;;0;;26000286;17461543;10476926;12223080;13969234;15715389
2021-09-10;750000;1700000;7801265;15602529;2836522;5673043;5176087;10352174;1995652;3991304;3847826;7695652;1056522;2113043;691304;1382609;;;0;;26196482;17461543;10476926;12223080;13969234;15715389
2021-09-11;750000;1700000;7838221;15676442;2863696;5727391;5209783;10419565;2023370;4046739;3880435;7760870;1071196;2142391;696739;1393478;;;0;;26392678;17461543;10476926;12223080;13969234;15715389
2021-09-12;750000;1700000;7875178;15750355;2890870;5781739;5243478;10486957;2051087;4102174;3913043;7826087;1085870;2171739;702174;1404348;;;0;;26588873;17461543;10476926;12223080;13969234;15715389
2021-09-13;750000;1700000;7912134;15824268;2918043;5836087;5277174;10554348;2078804;4157609;3945652;7891304;1100543;2201087;707609;1415217;;;0;;26785069;17461543;10476926;12223080;13969234;15715389
2021-09-14;750000;1700000;7949091;15898181;2945217;5890435;5310870;10621739;2106522;4213043;3978261;7956522;1115217;2230435;713043;1426087;;;0;;26981265;17461543;10476926;12223080;13969234;15715389
2021-09-15;750000;1700000;7986047;15972094;2972391;5944783;5344565;10689130;2134239;4268478;4010870;8021739;1129891;2259783;718478;1436957;;;0;;27177460;17461543;10476926;12223080;13969234;15715389
2021-09-16;750000;1700000;8023004;16046007;2999565;5999130;5378261;10756522;2161957;4323913;4043478;8086957;1144565;2289130;723913;1447826;;;0;;27373656;17461543;10476926;12223080;13969234;15715389
2021-09-17;750000;1700000;8059960;16119920;3026739;6053478;5411957;10823913;2189674;4379348;4076087;8152174;1159239;2318478;729348;1458696;;;0;;27569852;17461543;10476926;12223080;13969234;15715389
2021-09-18;750000;1700000;8096917;16193833;3053913;6107826;5445652;10891304;2217391;4434783;4108696;8217391;1173913;2347826;734783;1469565;;;0;;27766047;17461543;10476926;12223080;13969234;15715389
2021-09-19;750000;1700000;8133873;16267747;3081087;6162174;5479348;10958696;2245109;4490217;4141304;8282609;1188587;2377174;740217;1480435;;;0;;27962243;17461543;10476926;12223080;13969234;15715389
2021-09-20;750000;1700000;8170830;16341660;3108261;6216522;5513043;11026087;2272826;4545652;4173913;8347826;1203261;2406522;745652;1491304;;;0;;28158438;17461543;10476926;12223080;13969234;15715389
2021-09-21;750000;1700000;8207786;16415573;3135435;6270870;5546739;11093478;2300543;4601087;4206522;8413043;1217935;2435870;751087;1502174;;;0;;28354634;17461543;10476926;12223080;13969234;15715389
2021-09-22;750000;1700000;8244743;16489486;3162609;6325217;5580435;11160870;2328261;4656522;4239130;8478261;1232609;2465217;756522;1513043;;;0;;28550830;17461543;10476926;12223080;13969234;15715389
2021-09-23;750000;1700000;8281699;16563399;3189783;6379565;5614130;11228261;2355978;4711957;4271739;8543478;1247283;2494565;761957;1523913;;;0;;28747025;17461543;10476926;12223080;13969234;15715389
2021-09-24;750000;1700000;8318656;16637312;3216957;6433913;5647826;11295652;2383696;4767391;4304348;8608696;1261957;2523913;767391;1534783;;;0;;28943221;17461543;10476926;12223080;13969234;15715389
2021-09-25;750000;1700000;8355612;16711225;3244130;6488261;5681522;11363043;2411413;4822826;4336957;8673913;1276630;2553261;772826;1545652;;;0;;29139417;17461543;10476926;12223080;13969234;15715389
2021-09-26;750000;1700000;8392569;16785138;3271304;6542609;5715217;11430435;2439130;4878261;4369565;8739130;1291304;2582609;778261;1556522;;;0;;29335612;17461543;10476926;12223080;13969234;15715389
2021-09-27;750000;1700000;8429525;16859051;3298478;6596957;5748913;11497826;2466848;4933696;4402174;8804348;1305978;2611957;783696;1567391;;;0;;29531808;17461543;10476926;12223080;13969234;15715389
2021-09-28;750000;1700000;8466482;16932964;3325652;6651304;5782609;11565217;2494565;4989130;4434783;8869565;1320652;2641304;789130;1578261;;;0;;29728004;17461543;10476926;12223080;13969234;15715389
2021-09-29;750000;1700000;8503438;17006877;3352826;6705652;5816304;11632609;2522283;5044565;4467391;8934783;1335326;2670652;794565;1589130;;;0;;29924199;17461543;10476926;12223080;13969234;15715389
2021-09-30;750000;1700000;8540395;17080790;3380000;6760000;5850000;11700000;2550000;5100000;4500000;9000000;1350000;2700000;800000;1600000;;;0;;30120395;17461543;10476926;12223080;13969234;15715389
2021-10-01;750000;1700000;8554525;17109051;3420217;6840435;5850000;11700000;2565217;5130435;4512500;9025000;1378804;2757609;806522;1613043;;;31793;63587;30221482;17461543;10476926;12223080;13969234;15715389
2021-10-02;750000;1700000;8568656;17137312;3460435;6920870;5850000;11700000;2580435;5160870;4525000;9050000;1407609;2815217;813043;1626087;;;63587;127174;30322569;17461543;10476926;12223080;13969234;15715389
2021-10-03;750000;1700000;8582786;17165573;3500652;7001304;5850000;11700000;2595652;5191304;4537500;9075000;1436413;2872826;819565;1639130;;;95380;190761;30423656;17461543;10476926;12223080;13969234;15715389
2021-10-04;750000;1700000;8596917;17193833;3540870;7081739;5850000;11700000;2610870;5221739;4550000;9100000;1465217;2930435;826087;1652174;;;127174;254348;30524743;17461543;10476926;12223080;13969234;15715389
2021-10-05;750000;1700000;8611047;17222094;3581087;7162174;5850000;11700000;2626087;5252174;4562500;9125000;1494022;2988043;832609;1665217;;;158967;317935;30625830;17461543;10476926;12223080;13969234;15715389
2021-10-06;750000;1700000;8625178;17250355;3621304;7242609;5850000;11700000;2641304;5282609;4575000;9150000;1522826;3045652;839130;1678261;;;190761;381522;30726917;17461543;10476926;12223080;13969234;15715389
2021-10-07;750000;1700000;8639308;17278616;3661522;7323043;5850000;11700000;2656522;5313043;4587500;9175000;1551630;3103261;845652;1691304;;;222554;445109;30828004;17461543;10476926;12223080;13969234;15715389
2021-10-08;750000;1700000;8653438;17306877;3701739;7403478;5850000;11700000;2671739;5343478;4600000;9200000;1580435;3160870;852174;1704348;;;254348;508696;30929091;17461543;10476926;12223080;13969234;15715389
2021-10-09;750000;1700000;8667569;17335138;3741957;7483913;5850000;11700000;2686957;5373913;4612500;9225000;1609239;3218478;858696;1717391;;;286141;572283;31030178;17461543;10476926;12223080;13969234;15715389
2021-10-10;750000;1700000;8681699;17363399;3782174;7564348;5850000;11700000;2702174;5404348;4625000;9250000;1638043;3276087;865217;1730435;;;317935;635870;31131265;17461543;10476926;12223080;13969234;15715389
2021-10-11;750000;1700000;8695830;17391660;3822391;7644783;5850000;11700000;2717391;5434783;4637500;9275000;1666848;3333696;871739;1743478;;;349728;699457;31232352;17461543;10476926;12223080;13969234;15715389
2021-10-12;750000;1700000;8709960;17419920;3862609;7725217;5850000;11700000;2732609;5465217;4650000;9300000;1695652;3391304;878261;1756522;;;381522;763043;31333438;17461543;10476926;12223080;13969234;15715389
2021-10-13;750000;1700000;8724091;17448181;3902826;7805652;5850000;11700000;2747826;5495652;4662500;9325000;1724457;3448913;884783;1769565;;;413315;826630;31434525;17461543;10476926;12223080;13969234;15715389
2021-10-14;750000;1700000;8738221;17476442;3943043;7886087;5850000;11700000;2763043;5526087;4675000;9350000;1753261;3506522;891304;1782609;;;445109;890217;31535612;17461543;10476926;12223080;13969234;15715389
2021-10-15;750000;1700000;8752352;17504703;3983261;7966522;5850000;11700000;2778261;5556522;4687500;9375000;1782065;3564130;897826;1795652;;;476902;953804;31636699;17461543;10476926;12223080;13969234;15715389
2021-10-16;750000;1700000;8766482;17532964;4023478;8046957;5850000;11700000;2793478;5586957;4700000;9400000;1810870;3621739;904348;1808696;;;508696;1017391;31737786;17461543;10476926;12223080;13969234;15715389
2021-10-17;750000;1700000;8780612;17561225;4063696;8127391;5850000;11700000;2808696;5617391;4712500;9425000;1839674;3679348;910870;1821739;;;540489;1080978;31838873;17461543;10476926;12223080;13969234;15715389
2021-10-18;750000;1700000;8794743;17589486;4103913;8207826;5850000;11700000;2823913;5647826;4725000;9450000;1868478;3736957;917391;1834783;;;572283;1144565;31939960;17461543;10476926;12223080;13969234;15715389
2021-10-19;750000;1700000;8808873;17617747;4144130;8288261;5850000;11700000;2839130;5678261;4737500;9475000;1897283;3794565;923913;1847826;;;604076;1208152;32041047;17461543;10476926;12223080;13969234;15715389
2021-10-20;750000;1700000;8823004;17646007;4184348;8368696;5850000;11700000;2854348;5708696;4750000;9500000;1926087;3852174;930435;1860870;;;635870;1271739;32142134;17461543;10476926;12223080;13969234;15715389
2021-10-21;750000;1700000;8837134;17674268;4224565;8449130;5850000;11700000;2869565;5739130;4762500;9525000;1954891;3909783;936957;1873913;;;667663;1335326;32243221;17461543;10476926;12223080;13969234;15715389
2021-10-22;750000;1700000;8851265;17702529;4264783;8529565;5850000;11700000;2884783;5769565;4775000;9550000;1983696;3967391;943478;1886957;;;699457;1398913;32344308;17461543;10476926;12223080;13969234;15715389
2021-10-23;750000;1700000;8865395;17730790;4305000;8610000;5850000;11700000;2900000;5800000;4787500;9575000;2012500;4025000;950000;1900000;;;731250;1462500;32445395;17461543;10476926;12223080;13969234;15715389
2021-10-24;750000;1700000;8879525;17759051;4345217;8690435;5850000;11700000;2915217;5830435;4800000;9600000;2041304;4082609;956522;1913043;;;763043;1526087;32546482;17461543;10476926;12223080;13969234;15715389
2021-10-25;750000;1700000;8893656;17787312;4385435;8770870;5850000;11700000;2930435;5860870;4812500;9625000;2070109;4140217;963043;1926087;;;794837;1589674;32647569;17461543;10476926;12223080;13969234;15715389
2021-10-26;750000;1700000;8907786;17815573;4425652;8851304;5850000;11700000;2945652;5891304;4825000;9650000;2098913;4197826;969565;1939130;;;826630;1653261;32748656;17461543;10476926;12223080;13969234;15715389
2021-10-27;750000;1700000;8921917;17843833;4465870;8931739;5850000;11700000;2960870;5921739;4837500;9675000;2127717;4255435;976087;1952174;;;858424;1716848;32849743;17461543;10476926;12223080;13969234;15715389
2021-10-28;750000;1700000;8936047;17872094;4506087;9012174;5850000;11700000;2976087;5952174;4850000;9700000;2156522;4313043;982609;1965217;;;890217;1780435;32950830;17461543;10476926;12223080;13969234;15715389
2021-10-29;750000;1700000;8950178;17900355;4546304;9092609;5850000;11700000;2991304;5982609;4862500;9725000;2185326;4370652;989130;1978261;;;922011;1844022;33051917;17461543;10476926;12223080;13969234;15715389
2021-10-30;750000;1700000;8964308;17928616;4586522;9173043;5850000;11700000;3006522;6013043;4875000;9750000;2214130;4428261;995652;1991304;;;953804;1907609;33153004;17461543;10476926;12223080;13969234;15715389
2021-10-31;750000;1700000;8978438;17956877;4626739;9253478;5850000;11700000;3021739;6043478;4887500;9775000;2242935;4485870;1002174;2004348;;;985598;1971196;33254091;17461543;10476926;12223080;13969234;15715389
2021-11-01;750000;1700000;8992569;17985138;4666957;9333913;5850000;11700000;3036957;6073913;4900000;9800000;2271739;4543478;1008696;2017391;;;1017391;2034783;33355178;17461543;10476926;12223080;13969234;15715389
2021-11-02;750000;1700000;9006699;18013399;4707174;9414348;5850000;11700000;3052174;6104348;4912500;9825000;2300543;4601087;1015217;2030435;;;1049185;2098370;33456265;17461543;10476926;12223080;13969234;15715389
